的	白勹丶
鏔	金宀一八
鏥	金宀亻日
鏘	金爿寸
鐊	金阝旦勿
鏐	金羽人彡
鏒	金厶厶彡
鏆	金囗十貝
鏁	金巛日木
鶏	爫夫鳥
颻	爫缶几虫
貚	豸吅
覶	爫龴冂儿
辭	爫龴冂十
饉	飠堇
饇	飠匚品
饄	飠尚土
饅	飠日罒又
臔	月臣又貝
鵬	月月鳥
臕	月鹿灬
鵩	月卩又鳥
臘	月巛
鵰	⺆土口鳥
顚	匕目乙頁
劖	⺈口匕刂
酁	⺈口匕阝
鯖	魚龶月
鯺	魚耂日
鯥	魚土八土
鯪	魚土八夂
鯕	魚其
鯫	魚耳又
鰙	魚艹口
鯠	魚木人人
鯟	魚木日
鯡	魚非
鯱	魚虍几
鯤	魚日匕匕
鯧	魚日日
鯣	魚日勿
鯝	魚囗古
鯯	魚牛冂刂
鯚	魚禾子
鯘	魚禾女
鯢	魚臼儿
鯩	魚亼冂艹
鯰	魚亽乙心
鯛	魚⺆土口
鯦	魚夂卜口
鯨	魚小
鯙	魚子
鯳	魚广氏丶
鯜	魚立女
鯲	魚方人⺀
鯮	魚宀示
鰎	魚彐二廴
鯞	魚彐冖巾
鯭	魚子皿
鯴	魚乙丿虫
鯵	魚厶大彡
鯔	魚巛田
鵵	兔鳥
獺	犭木口貝
鵮	⺈臼鳥
獹	犭虍田皿
飀	几丿虫田
觶	⺈用吅
觹	⺈用隹乙
邍	夂田彐辶
鵴	勹米鳥
譛	言夫夫日
譊	言土土⺎
譆	言壴口
譪	言艹日乙
謿	言十早月
譓	言心
譚	言覀早
譖	言匚儿日
譋	言門月
譂	言吅
譕	言龷灬
譑	言丿大口
譗	言亼口
譙	言隹灬
譒	言禾丷田
譌	言爫灬
譈	言子攵
識	言立戈日
譜	言丷亚日
譐	言丷西寸
譢	言丷豕辶
譄	言丷日
爕	言火火火
譔	言巳巳八
證	言癶豆
譎	言矛冂口
譏	言幺幺丶
蹵	小尢足
鶁	小鳥
勷	衣吅力
鶉	子鳥
黀	麻耳又
廬	广虍田皿
鵺	亠亻夂鳥
廭	广禾龶貝
贇	亠乂一貝
癟	疒自亼艹
癡	疒匕矢龰
癠	疒亠丷二
癢	疒丷三食
龐	广立月三
鶊	广彐人鳥
麕	鹿囗禾
麔	鹿夂卜口
壟	立月一土
龏	立月一廾
韻	立日口貝
韼	立日夂辶
韲	亠丷丨一
齍	亠丷丨皿
旟	方⺽八
旝	方亼日
旜	方亠旦
罋	亠乡隹缶
羷	亼吅人
羶	亠回旦
類	米犬頁
糬	米罒耂日
糫	米罒一
糩	米亼日
糭	米乂⺀夂
鐅	㡀攵金
爑	火艹隹灬
爈	火虍田心
爅	火黑土
爍	火白幺木
爊	火鹿灬
鶑	火火鳥
爎	火宀大小
爉	火巛
瀫	氵士冖又
瀳	氵艹广灬
瀟	氵艹彐一
瀭	氵車亼刂
瀬	氵木口頁
瀨	氵木口貝
瀜	氵一口虫
瀝	氵厂禾止
瀮	氵⻗木木
瀖	氵⻗隹
瀕	氵止頁
瀘	氵虍田皿
濳	氵⺧儿日
瀩	氵禾几頁
瀤	氵衣罒氺
瀙	氵亲目儿
瀧	氵立月三
瀯	氵火火吕
瀠	氵火火糸
瀗	氵宀三心
瀥	氵羽高
懶	忄木口貝
懻	忄丬匕八
懷	忄衣罒氺
寳	宀王⺈貝
鶎	宀示鳥
鵼	穴工鳥
鵷	宀夕㔾鳥
寴	宀亲目儿
寵	宀立月三
鵳	户月鳥
騗	户冂艹馬
襪	衤艹罒丶
襤	衤臣皿
襧	衤一八乂
襨	衤业⺷寸
襥	衤亻业丶
襣	衤自田
聼	乙耳十心
臋	尸龷八肉
鶋	尸古鳥
糪	尸口立米
繴	尸口立糸
屫	尸爿丿口
鶌	尸屮凵鳥
謽	弓口虫言
韝	丨口土
韡	丨口十
韛	丨口用
韠	丨口龷
韟	丨口十
韜	丨口臼
騭	阝止馬
隵	阝虍豆戈
孼	䶹立子
鐆	阝丷豕金
嬾	女木口貝
嬽	女罒罒大
嬹	女⺽冂八
雡	羽人彡隹
覴	癶豆目儿
騖	矛攵馬
顙	又又又頁
歠	又又又欠
鵽	又又又鳥
纄	糹艹夂辶
繬	糹土人回
繮	糹三田田
繩	糹黽彐
繾	糹㠯辶
繷	糹囗艹
繰	糹品木
繹	糹罒土干
繯	糹罒一
繳	糹白方攵
繪	糹亼日
繲	糹⺈用牛
繺	糹⺈彐灬
繵	糹亠回旦
繶	糹立日心
繡	糹彐丨一
鶅	巛田鳥
瓎	王木口貝
瓑	王厂禾止
瓐	王虍田皿
瓌	王衣罒氺
瓏	王立月三
驁	龶勹攵馬
鬐	镸彡耂日
鬕	镸彡艹大
鬔	镸彡夂辶
鬑	镸彡丷
壣	土耳幺乙
壦	土艹吅隹
騳	馬馬
驊	馬艹一十
騵	馬厂白小
驆	馬龷
騴	馬日宀女
騬	馬禾丬匕
騱	馬爫幺大
騮	馬丶田
騶	馬勹䶹䶹
騯	馬方
騸	馬户羽
壥	土厂黑土
趮	走品木
攖	扌貝貝女
攔	扌門木
皾	士罒貝皮
攕	扌人人一
攙	扌⺈口兔
攗	扌鹿米
攓	扌宀足
翿	士乙工羽
韾	士尸丨日
聺	耳宀示
聹	耳宀心丁
蘛	艹其乙月
蘜	艹革勹米
蘳	艹龷由土
鞺	革尚土
鞻	革口十女
顢	廿巾丿頁
蘙	艹匚矢羽
蠚	艹口虫
蘦	艹⻗口口
驀	艹日大馬
蘡	艹貝貝女
蘭	艹門木
蘮	艹罒厂刂
蘶	艹禾女厶
蘤	艹白爫灬
蘌	艹彳示
蘥	艹亼口艹
蘞	艹亼吅攵
蘝	艹亼吅欠
蘨	艹爫缶系
蘚	艹魚羊
蘪	艹鹿米
蘫	艹氵臣皿
蘯	艹氵旦皿
蘗	艹尸口木
鶘	古月鳥
鶦	古月鳥
蘠	艹爿土回
蘰	艹糹日又
櫹	木艹彐一
櫮	木吅吅
櫴	木木口貝
櫪	木厂禾止
櫨	木虍田皿
櫩	木門⺈臼
櫸	木⺽一丨
礬	木乂乂石
鐢	木乂乂金
麵	木人人囬
櫯	木魚禾
櫰	木衣罒氺
櫬	木亲目儿
櫳	木立月三
櫿	木火火吕
櫶	木宀三心
轖	車土人回
轗	車戌口心
轘	車罒一
轙	車⺷丿戈
匷	匚目目隹
轚	車凵几車
鶠	匚日女鳥
鶒	木口力鳥
鶝	一口田鳥
疈	一口田田
鬸	一口冂田
顠	覀示頁
飄	覀示几虫
醲	西一囗
醳	西一罒干
醶	西一亼人
醸	西一衣
醷	西一立心
鶫	木鳥
顣	戊上小頁
礥	石臣又貝
礧	石田田田
礫	石白幺木
礩	石斤斤貝
蠒	一八巾虫
霴	⻗云彐氺
霵	⻗口耳戈
孁	⻗口口女
霮	⻗氵其乙
霯	⻗癶豆
霱	⻗矛冂口
鶛	匕匕白鳥
鬪	丨王王寸
齛	齒廿乙
齟	齒且
齞	齒口八
齚	齒丨二
齡	齒亽龴
齣	齒句
齙	齒勹巳
齠	齒刀口
齝	齒厶口
鹹	⺊囗乂口
鹺	⺊囗乂工
獻	虍一口犬
覻	虍豆目儿
兤	⺎广八
黨	尚黑
矒	目艹罒目
懸	小系心
鶪	目犬鳥
鶗	旦龰鳥
嚽	口龶勹貝
曣	日廿口灬
曧	日一口虫
矏	目自穴方
罌	貝貝缶
贍	貝⺈厂言
覹	目儿彳攵
曤	日⻗隹
曥	日虍田皿
嚾	口艹吅隹
嚿	口艹隹臼
闥	門土羊辶
闠	門貝
闡	門吅
闟	門亼口羽
鶡	日勹人鳥
曨	日立月三
躆	虍豕
躈	白方攵
躃	尸口十
礨	田田田石
疉	田田田彑
蠘	虫十戈隹
蠛	虫艹罒丶
蠣	虫厂艹⽱
蠔	虫冖豕
蠐	虫亠丷二
蠑	虫火火木
蠙	虫宀一貝
蠗	虫羽隹
嚱	口虍豆戈
豑	囗艹豆丿
嚶	口貝貝女
鶚	吅二乙鳥
嚺	口罒丷辶
嚸	口黑⺊口
嚹	口缶虍乎
嚵	口⺈口兔
巈	山革勹米
巏	山艹吅隹
巊	山貝貝女
幱	巾門木
黤	黑大电
黦	黑宀夕㔾
髏	骨口十女
鶻	骨鳥
髍	骨麻
矲	矢罒厶匕
犧	牜⺷禾戈
穯	禾土吅回
穭	禾魚日
穮	禾鹿灬
鶖	禾火鳥
籉	士口土
籌	士乙寸
籕	木田
籄	匚貝
籃	臣皿
籋	一八乂
籎	匕矢龰
籇	冖豕
籏	方其
籊	羽隹
瀪	母攵水
轝	⺽一乙車
譽	⺽一乙言
臖	⺽冂一月
舋	⺽冂一且
覺	⺽乂乂儿
嚳	⺽乂乂口
觷	⺽乂乂用
斅	⺽乂乂又
斆	⺽乂乂攵
鼰	鼠貝
儶	亻山隹口
軆	身囗艹豆
皪	白白幺木
魒	白儿厶示
魖	白儿厶业
皫	白鹿灬
譥	白方攵言
衊	丿皿艹丶
鶞	⺁十目鳥
忁	彳日屮氺
忀	彳衣吅
艦	舟臣皿
艩	舟亠丷二
鐟	金夫夫日
鐃	金土土⺎
鐼	金十艹貝
鐡	金十戈一
鐽	金土羊辶
鐚	金亞心
鐁	金其斤
鐷	金艹廿木
鏾	金龷月攵
鐂	金卯田
鏸	金心
鐔	金覀早
鐝	金厂屰欠
鐐	金大丷小
鐕	金匚儿日
鏷	金业丶
鏿	金尚木
鐣	金尚手
鐤	金目爿片
鐦	金門开
鐧	金門日
鐗	金門月
鐛	金日小
鐀	金貝
鐈	金丿大口
鏼	金木冂
鏶	金隹木
鐫	金隹乙
鐎	金隹灬
鐭	金米大
鐇	金禾丷田
鐓	金子攵
鐘	金立日土
鐥	金羊丷口
鐠	金丷亚日
鏻	金米夕㐄
鐏	金丷西寸
鐩	金丷豕辶
鏳	金丷日
鐒	金火火力
鐋	金氵旦勿
鐞	金彐工寸
鏹	金弓口虫
鐨	金弓貝
鐉	金巳巳八
鐙	金癶豆
鏺	金癶弓又
鐍	金矛冂口
鐑	金糹士口
鐖	金幺幺丶
釋	禾丷罒干
鶢	爫二夂鳥
饒	飠土土⺎
饙	飠十艹貝
饎	飠壴口
饐	飠士冖豆
饊	飠龷月攵
饓	飠尚木
饋	飠貝
饍	飠羊丷口
饌	飠巳巳八
饑	飠幺幺丶
韽	亽乙西日
臙	月廿口灬
臛	月⻗隹
臚	月虍田皿
朧	月立月三
騰	月丷夫馬
鰆	魚日
鰈	魚廿乙木
鰗	魚古月
鰋	魚匚日女
鯻	魚木口刂
鰏	魚一口田
鰊	魚木
鰖	魚工月
鰔	魚戌口
鰄	魚戌女
鯷	魚旦龰
鰂	魚貝刂
鰑	魚旦勿
鰅	魚日⽱
鰛	魚日皿
鯹	魚日生
鰃	魚田
鰓	魚田心
鰐	魚吅二乙
鰍	魚禾火
鰒	魚日夂
鯾	魚亻一乂
鰉	魚白王
鰁	魚白水
鯸	魚亻矢
鰀	魚爫二夂
鯼	魚乂凵夂
鰌	魚丷西一
鰦	魚丷一幺
鰚	魚宀二日
鰘	魚宀一土
鯶	魚冖車
鯿	魚户冂艹
鰰	魚礻申
鰕	魚丨又
鰠	魚又丶虫
鰇	魚矛木
飃	几丿虫示
飂	几丿虫彡
獽	犭衣吅
觸	⺈用罒虫
獼	犭弓一乂
爒	火大小
護	言艹隹又
譡	言尚田
譝	言黽彐
譴	言㠯辶
譨	言囗艹
譟	言品木
譯	言罒土干
譞	言罒一
譭	言臼工又
譤	言白方攵
譣	言亼吅人
譮	言亼日
譫	言⺈厂言
譠	言亠回旦
譲	言衣八
譧	言广丷
譩	言立日心
議	言⺷丿戈
嚲	子吅
鐜	子攵金
廰	广耳十心
黁	麻禾日
廮	广貝貝女
譍	广亻隹言
廯	广魚羊
癦	疒黑土
癥	疒彳山攵
麙	鹿戌口
麘	鹿禾日
麚	鹿丨又
麛	鹿弓耳
辮	立糸十
竷	立早夂夂
龑	立月一天
鶕	立日鳥
競	立口儿儿
顡	立頁
鶙	巾鳥
贏	亡口月丶
譱	羊言言
羺	⻗而
糮	米臣皿
糲	米厂艹⽱
糰	米囗寸
鷀	丷一幺鳥
鶿	丷一幺鳥
爏	火厂禾止
爘	火⺊夕食
爐	火虍田皿
爓	火門⺈臼
爋	火千力
爖	火立月三
瀻	氵十戈八
灆	氵艹臣皿
聻	氵車斤耳
瀶	氵臣品
灀	氵⻗木目
瀴	氵貝貝女
瀾	氵門木
灁	氵門白水
瀿	氵母糸
瀲	氵亼吅攵
瀸	氵人人一
灂	氵爫罒寸
瀺	氵⺈口兔
瀽	氵宀足
瀰	氵弓一乂
瀷	氵羽田八
懽	忄艹吅隹
懺	忄人人一
懹	忄衣吅
寶	宀王缶貝
騫	宀八馬
竇	穴士罒貝
鶟	穴犬鳥
鶤	冖車鳥
鶣	户冂艹鳥
襭	衤士口頁
襩	衤士罒貝
襮	衤日龷氺
襬	衤罒厶匕
鱀	彐匚魚
饏	乙耳攵食
躄	尸口立足
孾	子貝貝女
鶥	尸丨目鳥
櫱	䶹立木
櫽	阝爫工木
孉	女艹吅隹
孆	女貝貝女
孄	女門木
孂	女彐皿
孃	女衣吅
飁	羽白几虫
顟	羽人彡頁
鶔	矛木鳥
鶩	矛攵鳥
鶨	彑鳥
饗	乡丶彐食
響	乡丶彐日
盭	幺土丷皿
繿	糹臣皿
繻	糹⻗而
纁	糹千灬
纀	糹亻业丶
纊	糹广龷八
纃	糹亠丷二
繽	糹宀一貝
繼	糹幺幺乙
齧	三丨刀齒
瓔	王貝貝女
瓓	王門木
鷔	龶勹攵鳥
鰲	龶勹攵魚
鬹	夫目儿丨
镾	镸一八乂
鬗	镸彡廿丶
鬖	镸彡厶彡
顤	土土土頁
攝	扌耳耳耳
騹	馬堇
驅	馬匚品
驃	馬覀示
騻	馬大乂乂
驉	馬虍业
騾	馬田糸
驄	馬夕心
騼	馬鹿
騿	馬立早
騽	馬羽白
驂	馬厶厶彡
趰	走一八乂
鼚	壴十又
鼛	壴十又口
攜	扌山隹口
驇	土八土馬
攡	扌㐫禸隹
騺	土丷干馬
攛	扌穴鼠
鷇	士冖一又
鷨	艹一龷鳥
蘵	艹耳立日
韃	革土羊辶
鞼	革貝
鞽	革丿大口
鞿	革幺幺丶
蘷	艹丆日夂
蘴	艹山三豆
蘲	艹田田土
歡	艹吅隹欠
蘬	艹止巾
鷋	艹人于鳥
蘺	艹㐫禸隹
鷏	十八鳥
鶾	十早鳥
欌	木艹臣
權	木艹吅隹
欍	木艹隹臼
櫺	木⻗口口
櫻	木貝貝女
欄	木門木
欁	木囗艹木
欅	木⺽一手
櫷	木彐乂
櫼	木人人一
蠜	木乂乂虫
麶	木人人禸
櫾	木爫缶系
欃	木⺈口兔
欀	木衣吅
轟	車車車
轞	車臣皿
轜	車⻗而
轛	車业⺷寸
贒	臣中心貝
覽	臣罒儿
譼	臣罒言
鬺	一口冂勿
鷊	一口冂鳥
鷅	覀木鳥
醻	西一士寸
醹	西一⻗而
酈	一冂丶阝
顨	頁頁一
礮	石馬六乂
礰	石厂禾止
礭	石⻗隹
礳	石麻石
礲	石立月三
礯	石火火糸
靧	丆囬貝
蠠	丆囬虫虫
覼	一八巾儿
飆	犬犬犬虫
殲	歹人人一
靀	⻗艹冖
霷	⻗日旦勿
霻	⻗囗艹豆
霺	⻗彳山攵
霶	⻗氵方
霿	⻗矛夂目
鬫	丨王王攵
齜	齒止匕
齥	齒日乙丿
齨	齒臼
齩	齒六乂
齦	齒彐
鹻	⺊囗乂
矐	目⻗隹
矑	目虍田皿
鷝	龷鳥
贓	貝臣
贔	貝貝貝
譻	貝貝言
贐	貝彐丨皿
矓	目立月三
囁	口耳耳耳
囈	口艹土云
囆	口艹日虫
囀	口車寸
闧	門土口辶
闣	門尚田
闦	門囗艹豆
闤	門罒一
闢	門尸口十
顥	日小頁
鷃	日宀女鳥
躊	士乙寸
躎	一八乂
躌	龷㐄
躋	亠丷二
躑	丷西阝
躍	羽隹
纍	田田田糸
蠝	虫田田田
蠩	虫言耂日
蠟	虫巛
鶰	口貝鳥
嚻	吕頁吕
囂	吅頁吅
囃	口亠人隹
囄	口㐫禸隹
巋	山止巾
巐	山高日廾
黮	黑其乙
黫	黑覀土
黬	黑戌口
黭	黑亼口廾
髐	骨土土⺎
髒	骨艹歹廾
鼅	矢口黽彐
劗	⺧儿⺧刂
酇	⺧儿⺧阝
馩	禾日十貝
犩	禾女白牛
籒	扌卯田
籖	十戈一
籑	目一食
籔	口十攵
籐	月丷氺
籓	氵禾田
雤	⺽乂乂隹
儺	亻廿口隹
儷	亻一冂鹿
儼	亻吅厂攵
儸	亻罒糹隹
儹	亻⺧儿貝
鶽	隹十鳥
顦	隹灬頁
鷍	自木鳥
軇	身士乙寸
鷎	白大十鳥
皬	白⻗隹
鷌	鳥馬
鶳	鳥一巾
鷈	鳥⺁虍几
魕	白儿厶丶
鷉	⺁虍几鳥
忂	彳目目隹
艪	舟魚日
鐵	金十戈王
鑉	金艹土皿
鑊	金艹隹又
鑝	金艹夂辶
鐳	金⻗田
鐬	金止戌
鐻	金虍豕
鐪	金虍田力
鐺	金尚田
鏴	金夂口
鑓	金㠯辶
鐰	金品木
鐸	金罒土干
鐶	金罒一
鐲	金罒勹虫
鐱	金亼吅人
鑀	金爫冖夂
鑁	金乂⺀夂
鐮	金广丷
鐿	金立日心
鏽	金彐丨一
鐴	金尸口十
龡	亼口口欠
朇	亼日十
飜	禾丷田飞
鷂	爫缶鳥
蠫	豸刂虫虫
鷄	爫幺大鳥
鶬	亽彐丿鳥
饚	飠艹土皿
饛	飠艹冖
饖	飠止戌
饘	飠亠回旦
鶲	八厶羽鳥
臟	月艹臣
鰧	月丷夫魚
鷆	匕目乙鳥
鰢	魚馬
鰭	魚耂匕日
鰪	魚土厶皿
鰱	魚車辶
鱁	魚豕辶
鰬	魚虍亠乂
鰣	魚日土寸
鰨	魚日羽
鰥	魚罒氺
鰮	魚囗人皿
鰷	魚亻丨朩
鰞	魚烏
鰤	魚一巾
鰩	魚爫缶
鰡	魚丶田
鰝	魚高
鰟	魚方
鱃	魚乙土
鰜	魚丷一
鰫	魚宀谷
鰯	魚弓冫冫
觺	匕矢龴用
飅	几丿虫田
飇	几丿虫犬
飉	几丿虫小
飈	几丿虫火
觼	⺈用⺈夂
邎	言系辶
鶹	丶刀鳥
鶵	勹䶹勹鳥
譸	言士乙寸
譳	言⻗而
譵	言业⺷寸
讂	言⺈冂夂
譺	言匕矢龰
譶	言言言
譹	言冖豕
讁	言亠丷辶
譅	言刀丶止
卛	言糹糹十
鶮	高鳥
劘	麻非刂
癩	疒木口貝
癧	疒厂禾止
癨	疒⻗隹
癪	疒禾龶貝
癮	疒阝爫心
斕	亠乂門
鶺	人月鳥
鶶	广彐丨鳥
麜	鹿覀木
廱	广巛口隹
辯	立言十
贑	立早工貝
龒	立月一示
礱	立月一石
齎	亠丷丨貝
臝	亡口月丶
羻	广夂
齤	丷夫齒
纇	米糸頁
蠤	丷西一虫
鷁	皿鳥
鶼	丷一彐鳥
爛	火門木
爙	火衣吅
飊	火火火虫
鶯	火火冖鳥
灄	氵耳耳耳
灊	氵匚儿丨
灃	氵山三豆
灇	氵业丷又
灍	氵門屰欠
灅	氵田田土
灕	氵㐫禸隹
灋	氵广厶
灐	氵火火金
灉	氵巛口隹
懾	忄耳耳耳
懼	忄目目隹
鶷	宀三丨鳥
鶱	宀八鳥
寷	宀山三豆
竈	穴土黽彐
竉	穴立月三
顧	户隹頁
襰	衤木口貝
襯	衤亲目儿
襱	衤立月三
禴	礻亼口艹
鶴	冖隹鳥
屬	尸氺罒虫
鶸	弓冫弓鳥
韢	丨口心
孈	女山隹口
孇	女隹隹又
纉	糹夫夫貝
纎	糹十戈一
纈	糹士口頁
續	糹士罒貝
纋	糹丆冂夂
纆	糹黑土
纅	糹白幺木
纏	糹广日土
纐	糹六乂頁
鶭	糹方鳥
耲	耒衣罒氺
瓙	王士乙灬
瓗	王山隹口
鬝	镸彡門日
鬜	镸彡門月
鬛	镸彡
鬚	镸彡彡頁
鬙	镸彡丷日
攤	扌廿口隹
攧	扌十頁
攦	扌一冂鹿
驍	馬土土⺎
驑	馬卯田
驔	馬覀早
驒	馬吅
驕	馬丿大口
驐	馬子攵
驎	馬米夕㐄
驓	馬丷日
驏	馬尸子子
驋	馬癶弓又
驈	馬矛冂口
壧	土吅厂攵
鼘	壴十又一
鼜	壴十又虫
覿	士罒貝儿
攞	扌罒糹隹
攢	扌⺧儿貝
攠	扌麻非
攟	扌鹿囗禾
鷙	土丷干鳥
蠧	士冖石虫
聽	耳王十心
蘾	艹土衣氺
蘻	艹車凵糸
韄	革艹隹又
韁	革三田田
韀	革广灬
鷬	龷由八鳥
虁	艹丆目夂
蘽	艹田田木
顭	艹罒冖頁
蘿	艹罒糹隹
驚	艹句攵馬
虀	艹亠丷一
蘱	艹米犬頁
蘹	艹忄衣氺
欇	木耳耳耳
欉	木业丷又
欋	木目目隹
欈	木山隹口
欆	木隹隹又
欎	木乂乂寸
鑋	車一巛金
轠	車田田田
轢	車白幺木
鷒	寸鳥
鷘	木口攵鳥
鷗	匚品鳥
鑒	臣罒金
彲	一冂丶彡
邐	一冂丶辶
鷖	匚矢几鳥
礷	石艹臣皿
礶	石艹吅隹
龓	月立三
贗	厂亻鳥貝
鷞	大乂乂鳥
霼	⻗云气米
霽	⻗亠丷二
顪	止戌頁
齬	齒五口
齪	齒足
齫	齒囗木
矔	目艹吅隹
戵	目目隹戈
鷐	日厂二鳥
贖	貝士罒貝
贘	貝尚貝
鑍	貝貝金
囌	口艹魚禾
鷜	口十口鳥
囇	口一冂鹿
躚	覀大辶
躒	白幺木
躓	斤斤貝
躕	广壴寸
躖	幺幺丨
疊	田田田且
蠴	虫艹罒日
蠨	虫艹彐一
蠦	虫虍田皿
蠬	虫立月三
囎	口貝丷日
囅	吅尸
囉	口罒糹隹
囋	口⺧儿貝
鷕	口隹鳥
巔	山十頁
巎	山丆目夂
羇	罒革大口
邏	罒糹隹辶
巗	山吅厂攵
巖	山吅厂攵
巑	山⺧儿貝
巓	山匕目頁
巕	山丷一女
圝	囗言糹糹
黰	黑十八
體	骨囗艹豆
罏	缶虍田皿
罎	缶日⻗云
龝	禾彐乂
黐	禾人氺禸
穱	禾爫罒寸
籜	扌罒干
籡	扌亼人
籟	木口貝
籗	⻗隹
籧	虍豕辶
籚	虍田皿
籛	金戈戈
籙	金彐氺
籘	月丷糸
籠	立月三
鷑	立鳥
籝	亡口丶
鰵	母攵魚
鼴	鼠匚日女
鼳	鼠目犬
鼵	鼠穴犬
鼲	鼠冖車
儻	亻尚黑
齂	自田一氺
鰴	彳山一攵
躗	彳丨足
讆	彳丨言
艫	舟虍田皿
鑄	金士乙寸
鑖	金艹罒丶
鑎	金匚貝
鑑	金臣皿
鑈	金一八乂
鑐	金⻗而
鑆	金业⺷寸
鑂	金千灬
鑛	金广龷八
鑇	金亠丷二
鑅	金火火木
鑧	金宀艹丶
鑌	金宀一貝
鑔	金宀示
鑏	金宀心丁
鑃	金羽隹
顩	亼吅人頁
龕	亼口立三
豄	谷士罒貝
糴	丿丶米隹
臞	月目目隹
黱	月丷夫黑
鰿	魚龶貝
鰳	魚革力
鱑	魚龷由八
鱄	魚寸
鰽	魚艹日日
鰸	魚匚品
鰹	魚臣又土
鰾	魚覀示
鱈	魚⻗彐
鱋	魚虍业
鰻	魚日罒又
鷠	魚鳥
鱌	魚⺈口
鰶	魚示
鱇	魚广彐氺
鱅	魚广彐丨
鱆	魚立早
鱂	魚爿寸
鰼	魚羽白
鰺	魚厶厶彡
鱜	魚乡丶阝
玂	犭艹吅斤
獿	犭丆目夂
飋	几丿虫必
玁	犭吅厂攵
玀	犭罒糹隹
觽	⺈用山乙
觻	⺈用白木
蠭	夂三丨虫
贕	卯丶丶貝
譿	言三丨心
讃	言夫夫貝
讀	言士罒貝
讉	言貝辶
讄	言田田田
譾	言丷一羽
讅	言宀禾田
奱	言糹糹大
巒	言糹糹山
彎	言糹糹弓
孿	言糹糹子
孌	言糹糹女
髝	高火火力
顫	亠回旦頁
鷓	广廿灬鳥
廲	广一冂鹿
癭	疒貝貝女
癬	疒魚羊
鷛	广彐月鳥
麞	鹿立早
頀	立日艹又
聾	立月一耳
龔	立月一八
蠪	立月一虫
襲	立月一衣
竸	立日儿儿
鷟	方矢鳥
鷩	㡀攵鳥
鱉	㡀攵魚
爡	火艹日虫
爜	火业丷又
爠	火目目隹
爞	火虫虫虫
灘	氵廿口隹
灑	氵一冂鹿
灗	氵虫亠旦
灔	氵囗艹巴
灒	氵⺧儿貝
灖	氵麻非
戂	忄麻非
覾	宀禾丷儿
竊	穴禾丷禸
襶	衤十戈八
襴	衤門木
襷	衤⺽一手
襳	衤人人一
禵	礻旦龰頁
鷵	尸耂日鳥
瓕	弓一八丶
韣	丨口虫
蠥	䶹立虫
糱	䶹立米
孋	女一冂鹿
孍	女吅厂攵
孊	女麻非
鷚	羽人彡鳥
轡	糹車糹口
纒	糹厂日土
纑	糹虍田皿
瓚	王⺧儿貝
鼇	龶勹攵彐
鬞	镸彡囗
鬠	镸彡亼日
驖	馬十戈王
驜	馬业羊八
驛	馬罒土干
驗	馬亼吅人
驙	馬亠回旦
驌	馬彐丨一
攩	扌尚黑
攪	扌⺽乂儿
攨	扌穴瓜瓜
鷧	士冖豆鳥
魗	士乙工厶
毊	士尸丨口
囏	廿口夫口
戁	廿口夫心
韈	革艹罒丶
韅	革日幺灬
鷰	廿口丬鳥
虄	艹虫夂生
躠	艹立足
虅	艹月丷馬
虃	艹氵人一
虇	艹弓艹隹
欐	木一冂鹿
欕	木吅厂攵
欏	木罒糹隹
欑	木⺧儿貝
轣	車厂禾止
轤	車虍田皿
覉	覀革大口
鷣	覀早鳥
醼	西一廿灬
黳	匚矢几黑
靨	厂日月囬
魘	厂日月厶
饜	厂日月食
奲	大耂日
鷢	厂屰欠鳥
鷯	大丷日鳥
靆	⻗云彐辶
顬	⻗而頁
靁	⻗田田田
齱	齒耳又
齰	齒龷日
齮	齒大丁口
齯	齒臼儿
齭	齒戶斤
贙	虍几虍貝
鷪	目目冖鳥
曬	日一冂鹿
贚	貝立月三
囒	口艹門
鷴	門木鳥
鷼	門日鳥
鷳	門月鳥
曮	日吅厂攵
曪	日罒糹隹
顯	日幺幺頁
躙	門隹
躘	立月三
壨	田田田土
蠸	虫艹吅隹
蠮	虫匚矢羽
蠳	虫貝貝女
蠱	虫虫虫皿
蠰	虫衣吅
囐	口虍一犬
鷤	吅鳥
鷶	罒貝鳥
巘	山虍一犬
巚	山虍一犬
黲	黑厶厶彡
髖	骨宀艹丶
髕	骨宀一貝
鷡	龷鳥
馪	禾日宀貝
鷮	丿大口鳥
籣	門木
籞	彳示
籦	金千二
籢	亼吅攵
籨	亼吅欠
籤	人人一
鼶	鼠⺁虍几
鼸	鼠丷一
儽	亻田田糸
讐	隹隹言
讎	隹言隹
鷦	隹灬鳥
齄	自田一旦
齃	自田一乙
鷱	自十鳥
鷻	鳥子攵
黴	彳山一攵
躛	彳丨足
讏	彳丨言
艬	舟⺈口兔
鑚	金夫夫貝
鑟	金士罒貝
鑦	金臣又貝
鑡	金齒
鑢	金虍田心
鑜	金尚貝
鑤	金日龷氺
鑘	金田田田
鑙	金禾尢日
鑗	金禾勹氺
鑠	金白幺木
鑕	金斤斤貝
鑥	金魚日
鑣	金鹿灬
鑞	金巛
鷭	禾丷田鳥
豅	谷立月三
臢	月⺧儿貝
鱙	魚土土⺎
鱝	魚十艹貝
鱚	魚壴口
鱏	魚覀早
鱖	魚厂屰欠
鱪	魚日耂日
鱓	魚吅
鱎	魚丿大口
鱕	魚禾丷田
鱔	魚羊丷口
鱗	魚米夕㐄
鱒	魚丷西寸
